control_domain,control_title,control_id,control_specification,control_type,genai_ops_processing_infrastructure_pi,model,orchestrated_services,application,is_relevant_phys,is_relevant_network,is_relevant_compute,is_relevant_storage,is_relevant_app,is_relevant_data,preparation_relevance,development_relevance,evaluation_validation_relevance,deployment_relevance,delivery_relevance,service_retirement_relevance,threat_model_manipulation,threat_data_poisoning,threat_sensitive_data_disclosure,threat_model_theft,threat_model_service_failure_malfunctioning,threat_insecure_supply_chain,threat_insecure_apps_plugins,threat_denial_of_service_dos,threat_loss_of_governance_compliance,relevant_stack_components,relevant_threat_categories,has_deployment_relevance,has_delivery_relevance,has_service_retirement_relevance,is_ai_specific,is_cloud_specific,is_cloud_and_ai_related
Change Control and Configuration Management,Change Management Technology,CCC-03,"Implement a change management procedure to manage the risks associated with applying changes to assets owned, controlled or used by the organization.",Cloud & AI Related,Shared across the supply chain,Owned by the Model Provider (MP),Shared Model Provider-Orchestrated Service Provider (Shared MP-OSP),Owned by the Application Provider (AP),True,True,True,True,True,True,"Data collection, Data curation, Data storage, Resource provisioning","Design, Training, Guardrails","Evaluation, Validation/Red Teaming, Re-evaluation","Orchestration, AI Services supply chain, AI applications","Operations, Maintenance, Continuous monitoring, Continuous improvement","Archiving, Data deletion, Model disposal",True,True,True,True,True,True,True,True,True,"Phys, Network, Compute, Storage, App, Data","Model manipulation, Data poisoning, Sensitive data disclosure, Model theft, Model/Service Failure/Malfunctioning, Insecure supply chain, Insecure apps/plugins, Denial of Service (DoS), Loss of governance/compliance",True,True,True,False,False,True
Change Control and Configuration Management,Change Authorization,CCC-04,"Implement and enforce a procedure to authorize addition, removal, update, and management of assets, owned, controlled or used by the organization.",Cloud & AI Related,Shared across the supply chain,Owned by the Model Provider (MP),Shared Model Provider-Orchestrated Service Provider (Shared MP-OSP),Owned by the Application Provider (AP),True,True,True,True,True,True,"Data collection, Data curation, Data storage, Resource provisioning, Team and expertise","Training, Design, Guardrails, Supply Chain","Evaluation, Validation/Red Teaming, Re-evaluation","Orchestration, AI Services supply chain, AI applications","Operations, Maintenance, Continuous monitoring, Continuous improvement","Archiving, Data deletion, Model disposal",True,True,True,True,True,True,True,True,True,"Phys, Network, Compute, Storage, App, Data","Model manipulation, Data poisoning, Sensitive data disclosure, Model theft, Model/Service Failure/Malfunctioning, Insecure supply chain, Insecure apps/plugins, Denial of Service (DoS), Loss of governance/compliance",True,True,True,False,False,True
Change Control and Configuration Management,Change Agreements,CCC-05,Include provisions limiting changes directly impacting customer owned environments/tenants to explicitly authorized requests within service level agreements.,Cloud & AI Related,Shared Cloud Service Provider-Model Provider (Shared CSP-MP),Owned by the Model Provider (MP),Shared Model Provider-Orchestrated Service Provider (Shared MP-OSP),Owned by the Application Provider (AP),True,True,True,True,True,True,"Data storage, Resource provisioning",Training,"Evaluation, Validation/Red Teaming, Re-evaluation","Orchestration, AI Services supply chain, AI applications","Operations, Maintenance, Continuous monitoring, Continuous improvement","Archiving, Data deletion, Model disposal",True,True,True,True,True,True,True,True,True,"Phys, Network, Compute, Storage, App, Data","Model manipulation, Data poisoning, Sensitive data disclosure, Model theft, Model/Service Failure/Malfunctioning, Insecure supply chain, Insecure apps/plugins, Denial of Service (DoS), Loss of governance/compliance",True,True,True,False,False,True
Change Control and Configuration Management,Change Management Baseline,CCC-06,Establish change management baselines for all relevant authorized changes on organization assets. Review and update the change management baseline at least annually or upon significant changes.,Cloud & AI Related,Shared across the supply chain,Owned by the Model Provider (MP),Shared Orchestrated Service Provider-Application Provider (Shared OSP-AP),Owned by the Application Provider (AP),True,True,True,True,True,True,"Data storage, Resource provisioning","Design, Training, Guardrails, Supply Chain","Validation/Red Teaming, Evaluation, Re-evaluation","Orchestration, AI Services supply chain, AI applications","Operations, Maintenance, Continuous monitoring, Continuous improvement","Archiving, Data deletion, Model disposal",True,True,True,True,True,True,True,True,True,"Phys, Network, Compute, Storage, App, Data","Model manipulation, Data poisoning, Sensitive data disclosure, Model theft, Model/Service Failure/Malfunctioning, Insecure supply chain, Insecure apps/plugins, Denial of Service (DoS), Loss of governance/compliance",True,True,True,False,False,True
Change Control and Configuration Management,Detection of Baseline Deviation,CCC-07,Implement detection measures with proactive notification in case of changes deviating from the established baseline.,Cloud & AI Related,Shared across the supply chain,Owned by the Model Provider (MP),Shared Model Provider-Orchestrated Service Provider (Shared MP-OSP),Owned by the Application Provider (AP),True,True,True,True,True,True,"Data collection, Data curation, Data storage","Design, Training, Guardrails","Evaluation, Validation/Red Teaming, Re-evaluation","Orchestration, AI Services supply chain, AI applications","Operations, Maintenance, Continuous monitoring, Continuous improvement","Archiving, Data deletion, Model disposal",True,True,True,True,True,True,True,True,True,"Phys, Network, Compute, Storage, App, Data","Model manipulation, Data poisoning, Sensitive data disclosure, Model theft, Model/Service Failure/Malfunctioning, Insecure supply chain, Insecure apps/plugins, Denial of Service (DoS), Loss of governance/compliance",True,True,True,False,False,True
Change Control and Configuration Management,Exception Management,CCC-08,"Implement a procedure for the management of exceptions, including emergencies, in the change and configuration process. Align the procedure with the requirements of GRC-04: Policy Exception Process.",Cloud & AI Related,Shared across the supply chain,Owned by the Model Provider (MP),Shared Model Provider-Orchestrated Service Provider (Shared MP-OSP),Shared Orchestrated Service Provider-Application Provider (Shared OSP-AP),True,True,True,True,True,True,"Data collection, Data curation, Data storage, Resource provisioning, Team and expertise","Design, Training, Guardrails","Evaluation, Validation/Red Teaming, Re-evaluation","Orchestration, AI Services supply chain, AI applications","Operations, Maintenance, Continuous monitoring, Continuous improvement","Archiving, Data deletion, Model disposal",True,True,True,True,True,True,True,True,True,"Phys, Network, Compute, Storage, App, Data","Model manipulation, Data poisoning, Sensitive data disclosure, Model theft, Model/Service Failure/Malfunctioning, Insecure supply chain, Insecure apps/plugins, Denial of Service (DoS), Loss of governance/compliance",True,True,True,False,False,True
Change Control and Configuration Management,Change Restoration,CCC-09,Define and implement a process to proactively roll back changes to a previous known good state in case of errors or security concerns.,Cloud & AI Related,Shared across the supply chain,Owned by the Model Provider (MP),Shared Model Provider-Orchestrated Service Provider (Shared MP-OSP),Shared Orchestrated Service Provider-Application Provider (Shared OSP-AP),True,True,True,True,True,True,"Data curation, Data storage, Resource provisioning","Training, Guardrails",Re-evaluation,"Orchestration, AI Services supply chain, AI applications","Maintenance, Continuous improvement","Archiving, Data deletion, Model disposal",True,True,True,True,True,True,True,True,True,"Phys, Network, Compute, Storage, App, Data","Model manipulation, Data poisoning, Sensitive data disclosure, Model theft, Model/Service Failure/Malfunctioning, Insecure supply chain, Insecure apps/plugins, Denial of Service (DoS), Loss of governance/compliance",True,True,True,False,False,True
"Cryptography, Encryption & Key Management",Encryption and Key Management Policy and Procedures,CEK-01,"Establish, document, approve, communicate, apply, evaluate and maintain policies and procedures for Cryptography, Encryption and Key Management. Review and update the policies and procedures at least annually or upon significant changes.",Cloud & AI Related,Shared across the supply chain,Owned by the Model Provider (MP),Shared Model Provider-Orchestrated Service Provider (Shared MP-OSP),Owned by the Application Provider (AP),False,True,True,True,True,True,Data storage,,,"Orchestration, AI Services supply chain, AI applications","Operations, Maintenance, Continuous monitoring","Archiving, Data deletion, Model disposal",False,False,True,False,False,False,False,False,True,"Network, Compute, Storage, App, Data","Sensitive data disclosure, Loss of governance/compliance",True,True,True,False,False,True
"Cryptography, Encryption & Key Management",CEK Roles and Responsibilities,CEK-02,"Define and implement cryptographic, encryption and key management roles and responsibilities.",Cloud & AI Related,Shared Cloud Service Provider-Model Provider (Shared CSP-MP),Owned by the Model Provider (MP),Shared Orchestrated Service Provider-Application Provider (Shared OSP-AP),Owned by the Application Provider (AP),False,True,True,True,True,True,"Data curation, Data storage, Team and expertise",,,"Orchestration, AI Services supply chain, AI applications","Maintenance, Continuous monitoring, Continuous improvement","Archiving, Data deletion, Model disposal",False,False,True,False,False,True,True,False,True,"Network, Compute, Storage, App, Data","Sensitive data disclosure, Insecure supply chain, Insecure apps/plugins, Loss of governance/compliance",True,True,True,False,False,True
"Cryptography, Encryption & Key Management",Data Encryption,CEK-03,"Provide data protection at-rest, in-transit and, where applicable, in-use by using cryptographic libraries certified to approved standards.",Cloud & AI Related,Shared Cloud Service Provider-Model Provider (Shared CSP-MP),Owned by the Model Provider (MP),Shared Model Provider-Orchestrated Service Provider (Shared MP-OSP),Shared Orchestrated Service Provider-Application Provider (Shared OSP-AP),True,True,True,True,True,True,"Data curation, Data storage",Training,"Evaluation, Validation/Red Teaming, Re-evaluation","AI Services supply chain, AI applications","Maintenance, Continuous improvement","Archiving, Data deletion",True,True,True,True,True,True,True,True,True,"Phys, Network, Compute, Storage, App, Data","Model manipulation, Data poisoning, Sensitive data disclosure, Model theft, Model/Service Failure/Malfunctioning, Insecure supply chain, Insecure apps/plugins, Denial of Service (DoS), Loss of governance/compliance",True,True,True,False,False,True
