control_domain,control_title,control_id,control_specification,question_id,consensus_assessments_question,control_type,relevant_threat_categories,relevant_stack_components,used_by_agent,criticality
"Supply Chain Management, Transparency, and Accountability",Primary Service and Contractual Agreement,STA-10,"Service agreements must incorporate at least the following mutually-agreed upon provisions and/or terms: • Scope, characteristics and location of business relationship and services offered • Information security requirements (including SSRM) • Change management process • Logging and monitoring capability • Incident management and communication procedures • Right to audit and third party assessment • Service termination • Interoperability and portability requirements • Data privacy",STA-10.1,"Are service agreements required to include at least the following mutually agreed upon provisions and/or terms? • Scope, characteristics and location of business relationship and services offered • Information security requirements (including SSRM) • Change management process • Logging and monitoring capability • Incident management and communication procedures • Right to audit and third party assessment • Service termination • Interoperability and portability requirements • Data privacy",Cloud & AI Related,"Model manipulation, Data poisoning, Sensitive data disclosure, Model theft, Model/Service Failure/Malfunctioning, Insecure supply chain, Insecure apps/plugins, Denial of Service (DoS), Loss of governance/compliance","Phys, Network, Compute, Storage, App, Data",missing_info_agent; validation_agent; final_output_agent,
"Supply Chain Management, Transparency, and Accountability",Supply Chain Agreement Review,STA-11,"Review supply chain agreements at least annually, or upon significant changes.",STA-11.1,Are supply chain agreements reviewed at least annually or upon significant changes?,Cloud & AI Related,"Model manipulation, Data poisoning, Sensitive data disclosure, Model theft, Model/Service Failure/Malfunctioning, Insecure supply chain, Insecure apps/plugins, Denial of Service (DoS), Loss of governance/compliance","Phys, Network, Compute, Storage, App, Data",missing_info_agent; validation_agent; final_output_agent,
"Supply Chain Management, Transparency, and Accountability",Supply Chain Compliance Assessment,STA-12,"Define and implement a process for conducting internal assessments to confirm conformance and effectiveness of standards, policies, procedures, and service level agreement activities at least annually.",STA-12.1,"Is there a process for conducting internal assessments at least annually to confirm the conformance and effectiveness of standards, policies, procedures, and SLA activities?",Cloud & AI Related,"Model manipulation, Data poisoning, Sensitive data disclosure, Model theft, Model/Service Failure/Malfunctioning, Insecure supply chain, Insecure apps/plugins, Denial of Service (DoS), Loss of governance/compliance","Phys, Network, Compute, Storage, App, Data",missing_info_agent; validation_agent; final_output_agent,
"Supply Chain Management, Transparency, and Accountability",Supply Chain Service Agreement Compliance,STA-13,"Implement policies requiring all service providers throughout the supply chain to comply with information security, confidentiality, access control, privacy, audit, personnel policy and service level requirements and standards.",STA-13.1,"Are policies implemented requiring all service providers throughout the supply chain to comply with information security, confidentiality, access control, privacy, audit, personnel policy and service level requirements and standards?",Cloud & AI Related,"Model manipulation, Data poisoning, Sensitive data disclosure, Model theft, Model/Service Failure/Malfunctioning, Insecure supply chain, Insecure apps/plugins, Denial of Service (DoS), Loss of governance/compliance","Phys, Network, Compute, Storage, App, Data",missing_info_agent; validation_agent; final_output_agent,
"Supply Chain Management, Transparency, and Accountability",Supply Chain Governance Review,STA-14,Periodically review the organization's supply chain partners' IT governance policies and procedures.,STA-14.1,Are the IT governance policies and procedures for organization's supply chain partners periodically reviewed?,Cloud & AI Related,"Model manipulation, Data poisoning, Sensitive data disclosure, Model theft, Model/Service Failure/Malfunctioning, Insecure supply chain, Insecure apps/plugins, Denial of Service (DoS), Loss of governance/compliance","Phys, Network, Compute, Storage, App, Data",missing_info_agent; validation_agent; final_output_agent,
"Supply Chain Management, Transparency, and Accountability",Supply Chain Data Security Assessment,STA-15,Define and implement a process for conducting security assessments periodically for all organizations within the supply chain.,STA-15.1,Is a process for conducting periodic security assessments for all organizations within the supply chain defined and implemented?,Cloud & AI Related,"Model manipulation, Data poisoning, Sensitive data disclosure, Model theft, Model/Service Failure/Malfunctioning, Insecure supply chain, Insecure apps/plugins, Denial of Service (DoS), Loss of governance/compliance","Phys, Network, Compute, Storage, App, Data",missing_info_agent; validation_agent; final_output_agent,
"Supply Chain Management, Transparency, and Accountability",Service Bill of Material (BOM),STA-16,"Define, implement, and enforce a process for establishing a Bill of Material for the service supply chain. Review and update the Bill of Material at least annually or upon significant changes.",STA-16.1,"Are processes defined, implemented, enforced, and evaluated for establishing a Bill of Material for the entire AI service supply chain, including the model, orchestrated services, and AI applications?",AI-Specific,"Sensitive data disclosure, Model/Service Failure/Malfunctioning, Insecure supply chain, Insecure apps/plugins, Loss of governance/compliance","App, Data",missing_info_agent; validation_agent; final_output_agent,
Threat & Vulnerability Management,Threat and Vulnerability Management Policy and Procedures,TVM-01,"Establish, document, approve, communicate, apply, evaluate and maintain policies and procedures to identify, report and prioritize the remediation of vulnerabilities and threats, in order to protect systems against vulnerability exploitation. Review and update the policies and procedures at least annually or upon significant changes.",TVM-01.1,"Are policies and procedures that identify, report, and prioritize the remediation of vulnerabilities and threats in order to protect systems against vulnerability exploitation, established, documented, approved, communicated, applied, evaluated, and maintained?",Cloud & AI Related,"Model manipulation, Data poisoning, Sensitive data disclosure, Model theft, Model/Service Failure/Malfunctioning, Insecure supply chain, Insecure apps/plugins, Denial of Service (DoS), Loss of governance/compliance","Phys, Network, Compute, Storage, App, Data",missing_info_agent; validation_agent; final_output_agent,
,,,,TVM-01.2,Are threats and vulnerabilities policies and procedures reviewed and updated at least annually or upon significant changes?,,,,missing_info_agent; validation_agent; final_output_agent,
Threat & Vulnerability Management,Malware and Malicious Instructions Protection Policy and Procedures,TVM-02,"Establish, document, approve, communicate, apply, evaluate and maintain policies and procedures to protect against malware and malicious instructions. Review and update the policies and procedures at least annually or upon significant changes.",TVM-02.1,"Are policies and procedures to protect against malware and malicious instructions, established, documented, approved, communicated, applied, evaluated, and maintained?",Cloud & AI Related,"Model manipulation, Data poisoning, Sensitive data disclosure, Model theft, Model/Service Failure/Malfunctioning, Insecure supply chain, Insecure apps/plugins, Denial of Service (DoS), Loss of governance/compliance","Network, Compute, Storage, App, Data",missing_info_agent; validation_agent; final_output_agent,
,,,,TVM-02.2,"Are malware and malicious instructions protection policies and procedures, reviewed and updated at least annually or upon significant changes?",,,,missing_info_agent; validation_agent; final_output_agent,
Threat & Vulnerability Management,Vulnerability Identification,TVM-03,"Define, implement and evaluate processes, procedures and technical measures to enable both scheduled and emergency responses to vulnerability identifications, based on the identified risk.",TVM-03.1,"Are processes, procedures, and technical measures defined, implemented, and evaluated to enable scheduled and emergency responses to vulnerability identifications based on the identified risk?",Cloud & AI Related,"Model manipulation, Data poisoning, Sensitive data disclosure, Model theft, Model/Service Failure/Malfunctioning, Insecure supply chain, Insecure apps/plugins, Denial of Service (DoS), Loss of governance/compliance","Phys, Network, Compute, Storage, App, Data",missing_info_agent; validation_agent; final_output_agent,
Threat & Vulnerability Management,Detection Updates,TVM-04,"Define, implement and evaluate processes, procedures and technical measures to update detection tools, threat signatures, and indicators of compromise on a weekly, or more frequent basis.",TVM-04.1,"Are processes, procedures, and technical measures defined, implemented, and evaluated to update detection tools, threat signatures, and indicators of compromise weekly or more frequently?",Cloud & AI Related,"Model manipulation, Data poisoning, Sensitive data disclosure, Model/Service Failure/Malfunctioning, Insecure supply chain, Insecure apps/plugins, Denial of Service (DoS), Loss of governance/compliance","Phys, Network, Compute, Storage, App, Data",missing_info_agent; validation_agent; final_output_agent,
Threat & Vulnerability Management,External Library Vulnerabilities,TVM-05,"Define, implement and evaluate processes, procedures and technical measures to identify updates for applications which use third party or open source libraries according to the organization's vulnerability management policy.",TVM-05.1,"Are processes, procedures, and technical measures defined, implemented, and evaluated to identify updates for applications that use third party or open source libraries according to the organization's vulnerability management policy?",Cloud & AI Related,"Sensitive data disclosure, Model/Service Failure/Malfunctioning, Insecure supply chain, Insecure apps/plugins, Loss of governance/compliance","Phys, Network, Compute, Storage, App, Data",missing_info_agent; validation_agent; final_output_agent,
Threat & Vulnerability Management,Penetration Testing,TVM-06,"Define, implement and evaluate processes, procedures and technical measures for the periodic performance of penetration testing by independent third parties.",TVM-06.1,"Are processes, procedures, and technical measures defined, implemented, and evaluated for the periodic performance of penetration testing by independent third parties?",Cloud & AI Related,"Model manipulation, Sensitive data disclosure, Model theft, Model/Service Failure/Malfunctioning, Insecure supply chain, Insecure apps/plugins, Denial of Service (DoS), Loss of governance/compliance","Phys, Network, Compute, Storage, App, Data",missing_info_agent; validation_agent; final_output_agent,
Threat & Vulnerability Management,Vulnerability Remediation Schedule,TVM-07,"Define, implement and evaluate processes, procedures and technical measures based on identified risks to support scheduled and emergency responses to vulnerability identification.",TVM-07.1,"Are processes, procedures, and technical measures defined, implemented, and evaluated based on identified risks to support scheduled and emergency responses to vulnerability identification?",Cloud & AI Related,"Model manipulation, Data poisoning, Sensitive data disclosure, Model/Service Failure/Malfunctioning, Insecure supply chain, Insecure apps/plugins, Denial of Service (DoS), Loss of governance/compliance","Phys, Network, Compute, Storage, App, Data",missing_info_agent; validation_agent; final_output_agent,
Threat & Vulnerability Management,Vulnerability Prioritization,TVM-08,Use a risk-based model for effective prioritization of vulnerability remediation using an industry recognized framework.,TVM-08.1,Are risk-based models utilized to prioritize vulnerability remediation using an industry-recognized framework effectively?,Cloud & AI Related,"Model manipulation, Data poisoning, Sensitive data disclosure, Model theft, Model/Service Failure/Malfunctioning, Insecure supply chain, Insecure apps/plugins, Denial of Service (DoS), Loss of governance/compliance","Phys, Network, Compute, Storage, App, Data",missing_info_agent; validation_agent; final_output_agent,
Threat & Vulnerability Management,Vulnerability Management Reporting,TVM-09,Define and implement a process for tracking and reporting vulnerability identification and remediation activities that includes stakeholder notification.,TVM-09.1,Are processes defined and implemented for tracking and reporting vulnerability identification and remediation activities that include stakeholder notification?,Cloud & AI Related,Loss of governance/compliance,"Phys, Network, Compute, Storage, App, Data",missing_info_agent; validation_agent; final_output_agent,
Threat & Vulnerability Management,Vulnerability Management Metrics,TVM-10,"Establish, monitor and report metrics for vulnerability identification and remediation at defined intervals.",TVM-10.1,"Are metrics established, monitored, and reported for vulnerability identification and remediation at defined intervals?",Cloud & AI Related,Loss of governance/compliance,"Phys, Network, Compute, Storage, App, Data",missing_info_agent; validation_agent; final_output_agent,
Threat & Vulnerability Management,Guardrails,TVM-11,"Define and implement processes, procedures and technical measures to apply guardrails to the AI system. Continuously evaluate guardrails for changes in regulatory requirements and risk scenarios.",TVM-11.1,"Are processes, procedures, and technical measures to apply guardrails to the AI system defined and implemented?",AI-Specific,Loss of governance/compliance,"Compute, Storage, App, Data",missing_info_agent; validation_agent; final_output_agent,
,,,,TVM-11.2,Are guardrails continuously evaluated for changes in regulatory requirements and risk scenarios?,,,,missing_info_agent; validation_agent; final_output_agent,
Threat & Vulnerability Management,Threat Analysis and Modelling,TVM-12,"Define implement and evaluate threat analysis process and procedures to identify, assess and review the threat landscape for Cloud and AI systems. Build threat models according to industry best practices to inform the risk mitigation strategy.",TVM-12.1,"Are threat analysis processes and procedures defined, implemented, and evaluated to identify, assess, and review the threat landscape for Cloud and AI systems?",AI-Specific,"Model manipulation, Data poisoning, Sensitive data disclosure, Model theft, Model/Service Failure/Malfunctioning, Insecure supply chain, Insecure apps/plugins, Denial of Service (DoS), Loss of governance/compliance","Compute, Storage, App, Data",missing_info_agent; validation_agent; final_output_agent,
,,,,TVM-12.2,Are threat models built according to industry best practices to inform the risk mitigation strategy?,,,,missing_info_agent; validation_agent; final_output_agent,
Threat & Vulnerability Management,Threat Response,TVM-13,"Use a risk-based method for the prioritization and mitigation of threats, leveraging an industry-recognized framework to guide threat decision-making and protection measures.",TVM-13.1,"Is a risk-based method for the prioritization and mitigation of threats, used, leveraging an industry-recognized framework to guide threat decision-making and protection measures?",Cloud & AI Related,"Model manipulation, Data poisoning, Sensitive data disclosure, Model theft, Model/Service Failure/Malfunctioning, Insecure supply chain, Insecure apps/plugins, Denial of Service (DoS), Loss of governance/compliance","Phys, Network, Compute, Storage, App, Data",missing_info_agent; validation_agent; final_output_agent,
Universal Endpoint Management,Endpoint Devices Policy and Procedures,UEM-01,"Establish, document, approve, communicate, apply, evaluate and maintain policies and procedures for all endpoints. Review and update the policies and procedures at least annually or upon significant system changes.",UEM-01.1,"Are policies and procedures established, documented, approved, communicated, applied, evaluated, and maintained for all endpoints?",Cloud & AI Related,"Model manipulation, Data poisoning, Sensitive data disclosure, Model theft, Model/Service Failure/Malfunctioning, Insecure supply chain, Insecure apps/plugins, Denial of Service (DoS), Loss of governance/compliance","Phys, Network, Compute, Storage, App, Data",missing_info_agent; validation_agent; final_output_agent,
,,,,UEM-01.2,Are the policies and procedures reviewed and updated at least annually or upon significant system changes?,,,,missing_info_agent; validation_agent; final_output_agent,
Universal Endpoint Management,Application and Service Approval,UEM-02,"Define, document, apply and evaluate a list of approved services, applications and sources of applications (stores) acceptable for use by endpoints when accessing or storing organization-managed data.",UEM-02.1,"Is there a defined, documented, applicable and evaluated list containing approved services, applications, and the sources of applications (stores) acceptable for use by endpoints when accessing or storing organization-managed data?",Cloud & AI Related,"Model manipulation, Data poisoning, Sensitive data disclosure, Model theft, Insecure supply chain, Insecure apps/plugins, Loss of governance/compliance","Compute, Storage, App, Data",missing_info_agent; validation_agent; final_output_agent,
Universal Endpoint Management,Compatibility,UEM-03,Define and implement a process for the validation of the endpoint device's compatibility with operating systems and applications.,UEM-03.1,Is a process defined and implemented to validate endpoint device compatibility with operating systems and applications?,Cloud & AI Related,"Insecure supply chain, Loss of governance/compliance",,missing_info_agent; validation_agent; final_output_agent,
Universal Endpoint Management,Endpoint Inventory,UEM-04,Maintain an inventory of all endpoints used to store and process company data.,UEM-04.1,Is an inventory of all endpoints used to store and process company data maintained?,Cloud & AI Related,"Insecure supply chain, Loss of governance/compliance",,missing_info_agent; validation_agent; final_output_agent,
Universal Endpoint Management,Endpoint Management,UEM-05,"Define, implement and evaluate processes, procedures and technical measures to enforce policies and controls for all endpoints permitted to access systems and/or store, transmit, or process organizational data.",UEM-05.1,"Are processes, procedures, and technical measures defined, implemented and evaluated, to enforce policies and controls for all endpoints permitted to access systems and/or store, transmit, or process organizational data?",Cloud & AI Related,"Model manipulation, Data poisoning, Sensitive data disclosure, Model theft, Model/Service Failure/Malfunctioning, Insecure supply chain, Insecure apps/plugins, Denial of Service (DoS), Loss of governance/compliance","Phys, Network, Compute, Storage, App, Data",missing_info_agent; validation_agent; final_output_agent,
Universal Endpoint Management,Automatic Lock Screen,UEM-06,Configure all relevant interactive-use endpoints to require an automatic lock screen.,UEM-06.1,Are all relevant interactive-use endpoints configured to require an automatic lock screen?,Cloud & AI Related,"Sensitive data disclosure, Loss of governance/compliance","Phys, Network, Compute, Storage, App, Data",missing_info_agent; validation_agent; final_output_agent,
Universal Endpoint Management,Operating Systems,UEM-07,"Manage changes to endpoint operating systems, patch levels, and/or applications through the company's change management processes.",UEM-07.1,"Are changes to endpoint operating systems, patch levels, and/or applications managed through the organizational change management process?",Cloud & AI Related,"Model manipulation, Model/Service Failure/Malfunctioning, Insecure supply chain, Insecure apps/plugins, Loss of governance/compliance","Phys, Compute, App",missing_info_agent; validation_agent; final_output_agent,
Universal Endpoint Management,Storage Encryption,UEM-08,Protect information from unauthorized disclosure on managed endpoint devices with storage encryption.,UEM-08.1,Is information protected from unauthorized disclosure on managed endpoints with storage encryption?,Cloud & AI Related,"Model manipulation, Data poisoning, Sensitive data disclosure, Model theft, Insecure supply chain, Insecure apps/plugins, Loss of governance/compliance","Phys, Compute, Storage, Data",missing_info_agent; validation_agent; final_output_agent,
Universal Endpoint Management,Anti-Malware Detection and Prevention,UEM-09,Configure managed endpoints with anti-malware detection and prevention technology and services.,UEM-09.1,Are anti-malware detection and prevention technology services configured on managed endpoints?,Cloud & AI Related,"Model/Service Failure/Malfunctioning, Loss of governance/compliance","Phys, Compute, App",missing_info_agent; validation_agent; final_output_agent,
Universal Endpoint Management,Software Firewall,UEM-10,Configure managed endpoints with properly configured software firewalls.,UEM-10.1,Are software firewalls properly configured on managed endpoints?,Cloud & AI Related,"Sensitive data disclosure, Model theft, Model/Service Failure/Malfunctioning, Insecure supply chain, Insecure apps/plugins, Denial of Service (DoS), Loss of governance/compliance","Phys, Network, Compute, App",missing_info_agent; validation_agent; final_output_agent,
Universal Endpoint Management,Data Loss Prevention,UEM-11,Configure managed endpoints with Data Loss Prevention (DLP) technologies and rules in accordance with a risk assessment.,UEM-11.1,Are managed endpoints configured with data loss prevention (DLP) technologies and rules in accordance with a risk assessment?,Cloud & AI Related,"Sensitive data disclosure, Model theft, Loss of governance/compliance","Compute, Storage, App, Data",missing_info_agent; validation_agent; final_output_agent,
Universal Endpoint Management,Remote Locate,UEM-12,"Enable remote geo-location capabilities for all managed mobile endpoints, according to all applicable laws and regulations.",UEM-12.1,"Are remote geolocation capabilities enabled for all managed mobile endpoints, according to all applicable laws and regulations?",Cloud & AI Related,Loss of governance/compliance,"Phys, Network, App",missing_info_agent; validation_agent; final_output_agent,
Universal Endpoint Management,Remote Wipe,UEM-13,"Define, implement and evaluate processes, procedures and technical measures to enable the deletion of company data remotely on managed endpoint devices.",UEM-13.1,"Are processes, procedures, and technical measures defined, implemented, and evaluated to enable remote company data deletion on managed endpoint devices?",Cloud & AI Related,"Sensitive data disclosure, Loss of governance/compliance","Phys, Storage, App, Data",missing_info_agent; validation_agent; final_output_agent,
Universal Endpoint Management,Third-Party Endpoint Security Posture,UEM-14,"Define, implement and evaluate processes, procedures and technical and/or contractual measures to maintain proper security of third-party endpoints with access to organizational assets.",UEM-14.1,"Are processes, procedures, and technical and/or contractual measures defined, implemented, and evaluated to maintain proper security of third-party endpoints with access to organizational assets?",Cloud & AI Related,"Model manipulation, Data poisoning, Sensitive data disclosure, Model theft, Model/Service Failure/Malfunctioning, Insecure supply chain, Insecure apps/plugins, Denial of Service (DoS), Loss of governance/compliance","Phys, Network, Compute, Storage, App, Data",missing_info_agent; validation_agent; final_output_agent,
